Original (English),Slovenian,Danish,German,Catalan (some entries require more context),Spanish (some entries require more context),Polish,English (changes)
"The number of foreign-born players in Polish major league was growing significantly since 2009. Presently for 500 players in all Polish major league clubs 48, 7 percent of them was holding foreign passports. This makes Polish league as one of the most multicultural in Europe. It happened that in Cracovia team (settled in Krakow) there was only one Polish player at the pitch.","Število tujih igralcev v prvi poljski ligi se je od leta 2009 močno povečalo. Skoraj polovica od trenutno 500 igralcev v klubih poljske prvoligaške lige ima tuje potne liste. Poljska nogometna liga je ena najbolj multikulturnih v Evropi. Zgodilo se je že, da je bil v ekipi iz Krakova na igrišču le en poljski igralec.","Antallet af udenlandskfødte spillere i den bedste polske liga er blevet betydeligt større siden 2009. Ud af 500 spillere i den bedste polske liga havde 48,7% udenlandske pas. Det gør den polske liga til en af de mest multikulturelle i Europa. Siden sæsonen 2017/18 har der været flere udenlandske end polske spillere på halvdelen af holdene. Det er sket, at Cracovia-holdet (hjemmehørende i Krakow) kun havde én polsk spiller på banen. Derimod har Wisła (et andet hold fra Krakow) 75% polske spillere. På trods af disse forskelle er begge hold solidt forankret i den lokale fanskare og har mange trofaste fans.","Die Anzahl der im Ausland geborenen Spieler in der polnischen Liga ist seit 2009 deutlich gestiegen. Derzeit haben von 500 Spielern in allen polnischen Vereinen der ersten Liga 48,7% einen ausländischen Pass. Das macht die polnische Liga zu einer der multikulturellsten in Europa. Seit der Saison 2017/2018 sind in der Hälfte der polnischen Erstligisten die Spieler mit Migrationshintergrund in der Überzahl. So kam es vor, dass in der Mannschaft von Cracovia (mit Sitz in Krakau) nur ein einziger polnischer Spieler auf dem Platz stand. Bei Wisła (einer anderen Krakauer Mannschaft) liegt der Anteil der Spieler mit polnischem Pass dagegen bei 75%. Trotz dieser Unterschiede sind beide Mannschaften fest in der lokalen Fangemeinde verwurzelt und haben viele treue Anhänger.","El nombre de jugadors nascuts a l'estranger a les principals lligues poloneses ha crescut significativament des del 2009. Actualment, de 500 jugadors de tots els clubs de les principals lligues poloneses, el 48% tenia un passaport estranger. Això fa que la lliga polonesa sigui una de les més multiculturals d’Europa. Des de la temporada 2017/2018, els estrangers van superar els jugadors polonesos a la meitat dels equips polonesos de les principals lligues. Al Cracovia (establert a la ciutat de Cracòvia) només hi havia un jugador polonès al terreny de joc. Per contra, el Wisła (un altre equip de Cracòvia) és polonès en un 75%. Malgrat aquestes diferències, els dos equips estan fortament arrelats a la ciutat i tenen molts devots fidels.","El número de jugadores nacidos en el extranjero en las principales ligas polacas ha crecido significativamente desde el 2009. Actualmente, de 500 jugadores de todos los clubes de las principales ligas polacas, el 48% tenía un pasaporte extranjero. Esto hace que la liga polaca sea una de las más multiculturales de Europa. Desde la temporada 2017/2018, los extranjeros superaron a los jugadores polacos en la mitad de los equipos polacos de las principales ligas. En el Cracovia (establecido en la ciudad de Cracovia) sólo había un jugador polaco en el terreno de juego. Por el contrario, el Wisła (otro equipo de Cracovia) es polaco en un 75%. A pesar de estas diferencias, los dos equipos están fuertemente arraigados en la ciudad y tienen muchos fieles devotos. ","Liczba urodzonych za granicą piłkarzy w polskiej ekstraklasie znacząco rosła od 2009 roku. Obecnie na 500 piłkarzy we wszystkich polskich klubach ekstraklasy 48,7 proc. z nich posiada zagraniczne paszporty. Czyni to polską ligę jedną z najbardziej wielokulturowych w Europie. Zdarzyło się, że w drużynie Cracovii (z siedzibą w Krakowie) na boisku był tylko jeden Polak. ","The number of foreign-born players in the Polish major league has grown significantly since 2009. Presently for 500 players in all Polish major league clubs, 48.7 per cent of them held foreign passports. This makes the Polish league one of the most multicultural in Europe. At one point, the Cracovia team (based in Krakow) had only one Polish player on the pitch."
"Most of European teams in national major leagues are also multicultural. Despite this diversity there is strong local sectarianism around the football teams that is. causing social problems, like hooliganism, violence or organized crime. Data shows that. identification is built on different features than race or ethnic background. Nevertheless UEFA makes. a primary effort to fight racism in football which is not acceptable practice. All. such incidents are severely punished  as acts agai nst the sport.","Tudi večina evropskih ekip v nacionalnih ligah je večkulturnih. UEFA se aktivno bori proti rasizmu v nogometu, saj gre za nesprejemljivo prakso. Vsi rasistični incidenti so strogo kaznovani.","De fleste europæiske hold i de store nationale ligaer er blevet multikulturelle efter den såkaldte Bosman-dom i 1995. Det gælder også landshold. Da Frankrig vandt VM i 1998, havde halvdelen af landsholdet migrationsbaggrund. På trods af denne mangfoldighed er der en stærk lokal sekterisme omkring fodboldholdene, der kan give sociale problemer, såsom hooliganisme, vold eller organiseret kriminalitet. Data viser, at når folk holder med et fodboldhold, handler det ikke om racial eller etnisk baggrund. UEFA gør en stor indsats for at bekæmpe racisme i fodbold, som er helt uacceptabelt - sådanne hændelser straffes hårdt som handlinger, der er imod sporten.","Die meisten europäischen Mannschaften in den großen nationalen Ligen sind nach dem so genannten Bosman-Urteil des EuGH von 1995 ebenfalls multikulturell. Das gilt auch für die Nationalmannschaften. Beim Weltmeister von 1998, Frankreich, hatte die Hälfte der Mannschaftsmitglieder einen Migrationshintergrund. Trotz dieser gelebten Vielfalt werden im Umfeld der Fußballmannschaften immer wieder die Unterschiede hervorgehoben, was zu sozialen Problemen wie Hooliganismus, Gewalt und organisierter Kriminalität führt. Die Daten zeigen, dass die Identifikation auf anderen Merkmalen als Hautfarbe, Herkunft oder ethnischem Hintergrund beruht. Die UEFA ist bemüht, Rassismus im Fußball zu bekämpfen. Alle derartigen Vorfälle sind nicht akzeptabel und werden als Vergehen gegen den Sport streng geahndet.","La majoria dels equips europeus de les grans lligues nacionals també són multiculturals després de l'anomenada sentència Bosman del TJUE al 1995. Això també és aplicable als equips nacionals. El campió de la Copa del Món del 1998, França, tenia la meitat dels membres de l’equip amb antecedents migratoris. Tot i aquesta diversitat, hi ha un fort sectarisme local al voltant dels equips de futbol que està causant problemes socials, com ara el gamberrisme, la violència o el crim organitzat. Les dades mostren que la identificació es basa en característiques diferents de la raça o l'origen ètnic. Tot i això, la UEFA fa un esforç molt gran per combatre el racisme en el futbol, ​​que és inacceptable. Tots aquests incidents són severament castigats com a actes contra l'esport .","La mayoría de los equipos europeos de las grandes ligas nacionales también son multiculturales después de la llamada sentencia Bosman del TJUE en 1995. Esto también es aplicable a los equipos nacionales. El campeón de la Copa del Mundo de 1998, Francia, tenía la mitad de los miembros del equipo con antecedentes migratorios. A pesar de esta diversidad, hay un fuerte sectarismo local alrededor de los equipos de fútbol que está causando problemas sociales, como el gamberrismo, la violencia o el crimen organizado. Los datos muestran que la identificación se basa en características diferentes de la raza o el origen étnico. Sin embargo, la UEFA hace un esfuerzo muy grande para combatir el racismo en el fútbol, ​​que es inaceptable. Todos estos incidentes son severamente castigados como actos contra el deporte. ","Większość europejskich drużyn w głównych ligach narodowych jest także wielokulturowa. Pomimo tej różnorodności wokół drużyn piłkarskich panuje silny lokalny konflikt kibicowski, który powoduje problemy społeczne, takie jak chuligaństwo, przemoc czy przestępczość zorganizowana. Dane pokazują, że identyfikacja opiera się na innych cechach niż rasa czy pochodzenie etniczne. Niemniej jednak UEFA podejmuje wysiłek w walce z rasizmem w piłce nożnej. Wszystkie takie incydenty są surowo karane jako czyny przeciwko wartościom, jakie niesie sport. ","Most of the European teams in national major leagues are also multicultural. Despite this diversity, there is strong local sectarianism around football teams that causes social problems, like hooliganism, violence or organized crime. Data shows that identification is built on different features than race or ethnic background. Nevertheless, UEFA makes it a primary effort to fight racism in football, which is not an acceptable practice. All such incidents are severely punished as acts against the sport."
Will the clique invide Kola to join afterschool activities due to common sport interests?,"Bo druščina zaradi skupnih športnih interesov povabila Kola, da se pridruži aktivnostim po šoli?","Vil kliken invitere Kola til fritidsaktiviter efter skoletid, når nu de deler sportsinteresser?","Wird die Clique Kola zu außerschulischen Freizeitaktivitäten einladen, weil sie gemeinsame Sportinteressen haben?",,,Czy grupa pozwoli Koli dołączyć do pozaszkolnych zajęć dzięki wspólnym zainteresowaniom sportowym?,Will the clique invite Kola to join afterschool activities beacuse of their common sport interests?
Do you think that common interests can build bridges over the prejudices? Or maybe sectarianism can foster racial and ethnic prejudices? Do you have such experiences? Can you post comment on that?,"Ali meniš, da lahko skupni interes prevlada nad predsodki?","Tror du, at fællesinteresser kan bygge bro over fordommene? Eller måske kan det at være fan af forskellige hold fremme racemæssige og etniske fordomme? Har du haft sådanne oplevelser? Vil du skrive en kommentar om det?","Glaubt ihr, dass gemeinsame Interessen helfen können, gegenseitige Vorurteile abzubauen und sich besser kennen zu lernen? Habt ihr das selbst schon einmal erlebt?",Creus que els interessos comuns poden construir ponts per sobre dels prejudicis? O potser el sectarisme pot afavorir prejudicis racials i ètnics? T'has trobat amb casos com aquests? Pots escriure els teus comentaris sobre això?,¿Crees que los intereses comunes pueden construir puentes por encima de los prejuicios? ¿O tal vez el sectarismo puede favorecer prejuicios raciales y étnicos? ¿Te has encontrado con casos como estos? ¿Puedes escribir tus comentarios al respecto?,"Czy uważasz, że wspólne zainteresowania mogą budować mosty ponad uprzedzeniami? A może rywalizacja pomiędzy fanami może sprzyjać uprzedzeniom rasowym i etnicznym? Czy masz takie doświadczenia? Czy możesz to skomentować? ",Do you think that common interests can build bridges over the prejudices? Or maybe sectarianism can foster racial and ethnic prejudices? Do you have such experiences? Can you comment on that?
Can you guess what the black poppy is for?,"Ugani, čemu je posvečen črni mak?","Kan du gætte, hvad den sorte valmue står for?","Kannst du erraten, wofür der schwarze Mohn steht?",Pots respondre per a què serveix la rosella negra?,¿Puedes responder para qué sirve la amapola negra?,Czy możesz zgadnąć co symbolizuje czarna pacynka?,Can you guess what the black poppy is for?
To remember animals that were victims of war,"Spominu na živali, ki so bile žrtve vojne","For at mindes dyr, der blev ofre for krigen","Zur Erinnerung an Tiere, die Opfer des Krieges wurden",Recordar a animals víctimes de la guerra.,Recordar a animales víctimas de la guerra.,"Upamiętnia zwierzęta, które były ofiarami wojny",To remember animals that were victims of war
To remember black and ethnic minorities who fought to keep Britain safe in the wars,"Spominu na temnopolte in etnične manjšine, ki so se borile za ohranitev Velike Britanije v vojnah","For at mindes sorte og andre etniske minoriteter, som kæmpede for Storbritanniens sikkerhed under krigen","Zur Erinnerung an schwarze Menschen und andere ethnische Minderheiten, die in den Kriegen an der Seite Großbritanniens gekämpft haben",Recordar a les minories negres i ètniques que van lluitar per mantenir la Gran Bretanya segura durant les guerres.,Recordar a las minorías negras y étnicas que lucharon por mantener a la Gran Bretaña segura durante las guerras.,"Upamiętnia czarnych i przedstawicieli mniejszości etnicznych, którzy walczyli o Wielką Brytanię podczas wojen",To remember black and ethnic minorities who fought to keep Britain safe in the wars
To remember people who died in the war to end the war,"Spominu na ljudi, ki so umrli v vojni","For at huske mennesker, der døde i krigen for at afslutte krigen.","Zur Erinnerung an Menschen, die im Krieg starben, um den Krieg zu beenden",Recordar les persones que van morir a la guerra per acabar la guerra.,Recordar las personas que murieron en la guerra para terminar la guerra.,"Upamiętnia osoby, które zginęły w walce o zakończenie wojny",To remember people who died in the war
"Did you know that 800,000 Hindus, 400,000 Muslims and 300,000 Sikh soldiers served with the British army in WWI?","Ali veš, da je skupaj z Britanci v prvi svetovni vojni služilo 800.000 hindujskih, 400.000 muslimanskih in 300.000 sikhskih vojakov?","Vidste du, at 800.000 hinduer, 400.000 muslimer og 300.000 sikher kæmpede i den britiske hær under Anden Verdenskrig?","Wusstest du, dass 800.000 Hindus, 400.000 Muslime und 300.000 Sikh-Soldaten in der britischen Armee im Ersten Weltkrieg gedient haben?","Sabies que 800.000 hindús, 400.000 musulmans i 300.000 soldats sikh van servir a l'exèrcit britànic durant la Primera Guerra Mundial?","Sabías que 800.000 hindúes, 400.000 musulmanes y 300.000 soldados sij sirvieron en el ejército británico durante la Primera Guerra Mundial?","Czy wiedziałeś/-aś, że w armii brytyjskiej służyło podczas I Wojny Światowej 800 tysięcy Indusów, 400 tysięcy muzułmanów i 300 tysięcy Sikhów?","Did you know that 800,000 Hindus, 400,000 Muslims and 300,000 Sikh soldiers served with the British army in WWI?"
Who would you like to learn about?,O kom bi radi izvedeli kaj več?,Hvem vil du gerne lære om?,Über wen würdet ihr gerne etwas lernen?,A qui voldríeu conèixer?,A quién os gustaría conocer?,O której osobie chciałbyś się dowiedzieć czegoś więcej?,Who would you like to learn about?
I want to join Jarsolaw group and learn about Krystyna Skarbek,Želim se pridružiti skupini od Jarsolawa in spoznati Krystyno Skarbek,Jeg vil deltage i Jaroslaws gruppe og lære om Krystyna Skarbek,Ich möchte der Jarsolaw-Gruppe beitreten und mehr über Krystyna Skarbek erfahren,Vull unir-me al grup de Jaroslaw i conèixer a la Krystyna Skarbek.,Quiero unirme al grupo de Jaroslaw y conocer a Krystyna Skarbek.,Chcę dołączyć do grupy Jarosława i poznać Krystynę Skarbek,I want to join Jarsolaw group and learn about Krystyna Skarbek
I want to join Jerome’s group and learn about Walter Tull,Želim se pridružiti Jeromejevi skupini in spoznati Walterja Tulla,Jeg vil deltage i Jeromes gruppe og lære om Walter Tull,Ich möchte Jerome's Gruppe beitreten und mehr über Walter Tull erfahren.,Vull unir-me al grup de Jerome i conèixer a en Walter Tull.,Quiero unirme al grupo de Jerome y conocer a Walter Tull.,Chcę dołączyć do grupy Jerome'a i dowiedzieć się więcej o Walterze Tullu,I want to join Jerome’s group and learn about Walter Tull
I want to join Rani’s group and learn about Hardit Singh,Želim se pridružiti Ranijevi skupini in spoznati Hardita Singha,Jeg vil deltage i Ranis gruppe og lære om Hardit Singh,Ich möchte Ranis Gruppe beitreten und mehr über Hardit Singh erfahren.,Vull unir-me al grup de Rani i conèixer a en Hardit Singh.,Quiero unirme al grupo de Rani y conocer a Hardin Singh.,Chcę dołączyć do grupy Rani i poznać Hardita Singha,I want to join Rani’s group and learn about Hardit Singh
"Krystyna was a polish spy in WWII. When Poland was invaded, rather than running away, she found people from MI6 and joined them. MI6 is a British intelligence service. She was very influential in helping Britain. She was even named Churchill’s favourite spy. She was murdered in 1952 by an ex-lover.","Krystyna je bila med drugo svetovno vojno poljska vohunka. Ko je bila Poljska napadena je, namesto, da bi zbežala, poiskala ljudi iz MI6 in se jim pridružila. MI6 je britanska obveščevalna služba. Imela je zelo velik vpliv pri pomoči Veliki Britaniji. Bila je celo imenovana kot Churchillova najljubša vohunka. Leta 1952 jo je umoril nekdanji ljubimec.","Krystyna var en polsk spion under Anden Verdenskrig. I stedet for at flygte, da Polen blev besat, fandt hun folk fra MI6 (den britiske efterretningstjeneste) og sluttede sig til dem. Krystyna havde stor betydning for Storbritanniens succes. Hun blev endda kaldt Chrurchill's yndlingsspion. Hun blev myrdet i 1952 af sin eks-kæreste.","Krystyna Skarbek war eine polnische Spionin im Zweiten Weltkrieg. Als Polen überfallen wurde, ist sie nicht geflohen, sondern hat sich dem MI6 angeschlossen. Der MI6 ist ein britischer Geheimdienst. Sie war erfolgreich und konnte Großbritannien sehr helfen. Sie wurde sogar „Churchills Lieblingsspionin“ genannt. Im Jahr 1952 wurde sie von einem Ex-Geliebten ermordet.","Krystyna va ser una espia polonesa a la Segona Guerra Mundial. Quan Polònia va ser envaïda, en comptes de fugir, va trobar persones de l'MI6 i s’hi van unir. L'MI6 és el servei d'intel·ligència britànica. Va ser molt influent a l'hora d'ajudar a Gran Bretanya. Fins i tot se la va anomenat l’espia favorita de Churchill. Va ser assassinada el 1952 per un ex-amant.","Krystyna fue una espía polaca en la Segunda Guerra Mundial. Cuando Polonia fue invadida, en vez de huir, encontró personas del MI6 y se unió a ellas. El MI6 es el servicio de inteligencia británica. Fue muy influyente a la hora de ayudar a la Gran Bretaña. Incluso se la ha llamado la espía favorita de Churchill. Fue asesinada en 1952 por un examante.","Krystyna Skarbek była polskim szpiegiem podczas II Wojny Światowej. Kiedy Polska została zaatakowana, zamiast uciekać, skontaktowała się ona z MI6 i do nich dołączyła. MI6 to brytyjskie tajne służby. Jej praca przysłużyła się tym służbom. Została nawet nazwana ulubionym szpiegiem Churchilla. Została zamordowana w 1952 roku przez byłego kochanka.","Krystyna was a polish spy in WWII. When Poland was invaded, rather than running away, she found people from MI6 and joined them. MI6 is a British intelligence service. She was very influential in helping Britain. She was even named Churchill’s favourite spy. She was murdered in 1952 by an ex-lover."
"Walter Tull was born in 1888 in England, his dad was from Barbados in the Caribbean. He grew up in a children’s home in London after his parents died. Walter Tull loved football and played for Tottenham Hotspur. When the war was declared he went on to join the football battalion. He fought many wars and became the first black army officer. Walter Tull was awarded 2 medals for his bravery after his death in battle in France on the 25th March 1918.",Walter Tull se je rodil leta 1888 v Angliji. Njegov oče je bil iz Barbadosa na Karibih. Po smrti staršev je odraščal v sirotišnici v Londonu. Ko je bila razglašena vojna se je pridružil vojski in postal prvi temnopolti vojaški častnik. Po njegovi smrti v bitki v Franciji 25. marca 1918 je bil Walter Tull nagrajen z dvema medaljama za pogum.,"Walter Tull blev født i 1888 i England. Hans far kom fra Barbados i Caribien. Han voksede op på et børnehjem i London efter at hans forældre døde. Walter Tull elskede fodbold og spillede for Tottenham Hotspur i London. Da krigen brød ud, blev han del af en fodboldbataljon. Han kæmpede mange krige og blev den første sorte officer i hæren. Walter Tull omkom i kamp i Frankrig den 25. marts 1918, og han blev tildelt to medaljer for sin tapperhed.","Walter Tull wurde 1888 in England geboren, sein Vater kam aus Barbados in der Karibik. Nach dem Tod seiner Eltern wuchs er in einem Kinderheim in London auf. Walter Tull liebte Fußball und spielte für Tottenham Hotspur. Als der Erste Weltkrieg begann, schloss er sich dem Fußballverband an. Er nahm an vielen Kämpfen teil und wurde der erste schwarze Armeeoffizier. Walter Tull erhielt zwei Medaillen für seine Tapferkeit, nachdem er am 25. März 1918 im Kampf in Frankreich gestorben ist.","Walter Tull va néixer el 1888 a Anglaterra. El seu pare era de Barbados, al Carib. Va créixer en un orfenat a Londres després de la mort dels seus pares. A Walter Tull li encantava el futbol i va jugar al Tottenham Hotspur. Quan es va declarar la guerra ell va es va unir al batalló del futbol. Va lluitar moltes guerres i es a convertir en el primer oficial negre de l'exèrcit. Walter Tull va ser guardonat amb dues medalles per la seva valentia després de la seva mort a la batalla a França al 25 de març de 1918.","Walter Tull nació en 1888 en
Inglaterra. Su padre era de
Barbados, en el Caribe.
Creció en un orfanato a
Londres después de la muerte de sus padres.
A Walter Tull le encantaba el fútbol y
jugó en el Tottenham Hotspur.
Cuando se declaró la guerra él
va se unió al batallón del
fútbol. Luchó muchas guerras
y se convirtió en el primer oficial negro del ejército.
Walter Tull fue galardonado con dos
medallas por su valentía tras su
muerto en la batalla en Francia al
25 de marzo de 1918. ","Walter Tull urodził się w 1888 roku w Anglii, ale jego ojciec był z Barbadosu na Karaibach. Wychowywał się w domu dziecka, w Londynie po śmierci swoich rodziców. Walter Tull kochał piłkę nożną i grał dla Tottenhamu Hotspur.
Kiedy wybuchła wojna, dołączył do batalionu piłkarskiego. Stoczył wiele walk
i stał się pierwszym czarnym oficerem. Walter Tull zginął w bitwie we Francji 25 marca 1918 i otrzymał pośmiertnie dwa medale za odwagę. ","Walter Tull was born in 1888 in England, his dad was from Barbados in the Caribbean. He grew up in a children’s home in London after his parents died. Walter Tull loved football and played for Tottenham Hotspur. When the war was declared he went on to join the football battalion. He fought many wars and became the first black army officer. Walter Tull was awarded 2 medals for his bravery after his death in battle in France on the 25th March 1918."
"Hardit Singh Malik was a Sikh soldier from the Punjab region in India – his nickname was ‘The Flying Sikh of Biggin Hill’. He studied modern history at Oxford University but had dreams of becoming a pilot. When the war broke out, he volunteered to join the army twice but was rejected due to his race. He joined the red French cross and then became a pilot in the royal flying corp. After the war he became a civil servant and a diplomat. He had a strong belief in his faith and campaigned to be able to wear his turban under his helmet.","Hardit Singh Malik je bil Sikhijski vojak iz regije Punjab v Indiji. Njegov vzdevek je bil 'Leteči Sikh z Bigginovega hriba '. Študiral je sodobno zgodovino na Univerzi v Oxfordu, vendar so bile njegove sanje postati pilot. Ko je izbruhnila vojna, se je želel pridružiti vojski, vendar so ga zaradi njegove rase kar dvakrat zavnili. Pridružil se je francoskemu rdečemu križu in nato postal pilot v kraljevski letalski enoti. Po vojni je postal javni uslužbenec in diplomat. Bil je zelo veren in si je prizadeval, da bi pod čelado lahko nosil svoj turban.","Hardit Singh Malik var en sikhisk soldat fra Punjab-regionen i Indien. Han blev kaldt ‘Den Flyvende sikh fra Biggin Hill’. Han studerede moderne historie på Oxford Universitet, men han drømte om at blive pilot. Da krigen brød ud, meldte han sig frivilligt til hæren to gange, men han blev afvist på grund af sin race. Han sluttede sig til Fransk Røde Kors og blev derefter pilot i det kongelige luftvåben. Efter krigen blev han embedsmand og diplomat. Han var en meget troende sikh og førte kampagne for at kunne bære sin turban under sin hjelm.","Hardit Singh Malik war ein Sikh-Soldat aus der Region Punjab in Indien - sein Spitzname war ‚Der fliegende Sikh von Biggin Hill‘. Er studierte moderne Geschichte an der Universität Oxford, träumte aber davon Pilot zu werden. Als der Krieg ausbrach meldete er sich zweimal freiwillig für die Armee, wurde aber wegen seiner Hautfarbe und Herkunft abgelehnt. Er trat dem französischen Roten Kreuz bei und wurde dann Pilot im königlichen Fliegerkorps. Nach dem Krieg wurde er Staatsbeamter und Diplomat. Er war fest von seinem Glauben überzeugt und setzte sich dafür ein, dass er seinen Turban unter dem Helm tragen durfte.","Hardit Singh Malik era un soldat sikh
de la regió del Punjab a
l'Índia. El seu sobrenom era ‘El
Sikh Volador de Biggin Hill’. 
Va estudiar història moderna a la Universitat 
d'Oxford, però el seu somni era 
convertir-se en pilot. Quan la guerra
va esclatar, es va oferir voluntari dues vegades 
per unir-se a l'exèrcit, però va ser rebutjat
a causa de la seva raça. Es va unir a la Creu Roja
francesa i després es va convertir en 
pilot del Royal Flying Corp. Després
de la guerra va passar a ser funcionari
i diplomàtic. Tenia una forta 
creença religiosa i va fer campanya
per poder portar el seu turbant
sota el casc.","Hardin Singh Malik era un soldado sij
de la región del Punjab en la
India. Su apodo era 'El
Sij Volador de Biggin Hill'.
Estudió historia moderna en la Universidad
de Oxford, pero su sueño era
convertirse en piloto. Cuando la guerra
estalló, se ofreció voluntario dos veces
para unirse al ejército, pero fue rechazado
debido a su raza. Se unió a la Cruz Roja
francesa y después se convirtió en
piloto del Royal Flying Corp. después
de la guerra pasó a ser funcionario
y diplomático. Tenía una fuerte
creencia religiosa e hizo campaña
para poder llevar su turbante
bajo el casco. ","Hardit Singh Malik był Sikhem, żołnierzem z regionu Pendżab w
Indiach – jego pseudonim brzmiał ‘Latający Sikh z Biggin Hill”. Studiował historię współczesną w Oksfordzie, ale zawsze marzył o zostaniu pilotem. Kiedy wybuchła wojna, zgłaszał się dwukrotnie na ochotnika do wojska, ale za każdym razem został odrzucony z powodów rasowych. Dołączył do francuskiego czerwonego krzyża, a następnie został pilotem w królewskim korpusie latającym. Po wojnie został urzędnikiem państwowym i dyplomatą.Był osobą wierzącą i walczył o możliwość noszenia tradycyjnego sikhijskiego turbanu pod hełmem. ","Hardit Singh Malik was a Sikh soldier from the Punjab region in India – his nickname was ‘The Flying Sikh of Biggin Hill’. He studied modern history at Oxford University but had dreams of becoming a pilot. When the war broke out, he volunteered to join the army twice but was rejected due to his race. He joined the red French cross and then became a pilot in the royal flying corp. After the war he became a civil servant and a diplomat. He had a strong belief in his faith and campaigned to be able to wear his turban under his helmet."
Why were black soldiers paid less than white soldiers?,Zakaj so bili temnopolti vojaki plačani manj kot belci?,Hvorfor fik sorte soldater mindre i løn end hvide soldater?,"Was denkt ihr, warum wurden schwarze Soldaten schlechter bezahlt als weiße Soldaten?",Per què es pagava menys als soldats negres que als soldats blancs?,¿Por qué se pagaba menos a los soldados negros que a los soldados blancos?,Dlaczego czarnym żołnierzom wypłacano niższy żołd niż białym?,Why were black soldiers paid less than white soldiers?
"Wars often lead people to leave their homelands for the safety of another. Can you think of any reasons why you would emigrate to another country? Or maybe you have immigrated from another country to the UK. If so, what was your reason?","Zaradi vojn, v iskanju varnosti, ljudje pogosto zapustijo svoje domove in domovino. Pomisli, kakšni so lahko še razlogi, da se izseliš v drugo državo?","Krige får ofte folk til at forlade deres hjemland i håb om at finde sikkerhed i et andet land. Kan du forestille dig nogen grunde til, at du ville flytte til et andet land? Eller måske er du flyttet fra et land til et andet? Hvis det er tilfældet, hvad var din grund?","Kriege führen oft dazu, dass Menschen ihre Heimat verlassen müssen, um in einem anderen Land in Sicherheit leben zu können. Fällt dir ein Grund ein, warum du in ein anderes Land auswandern würdest? Oder bist du selbst aus einem anderen Land nach Großbritannien gekommen? Wenn ja, was war der Grund dafür?","Les guerres sovint porten a la gent a deixar les seves pàtries per la seguretat d’una altra. Se t'acudeix algun motiu? Per què emigraries a un altre país? O, si ja has migrat, quin va ser el motiu?","Las guerras a menudo conducen a la gente a dejar sus patrias por la seguridad de otra. ¿Se te ocurre algún motivo? ¿Por qué emigrarías a otro país? O, si ya has migrado, ¿cuál fue el motivo?","Wojna często zmusza ludzi do opuszczenia swojej ojczyzny z powodu niebezpieczeństwa lub innych. Czy możesz zastanowić się, co Ciebie skłoniłoby do emigracji do innego kraju? A może emigrowałeś/-aś z innego kraju. Jeśli tak, to jaki był powód Twojej migracji?","Wars often lead people to leave their homelands for the safety of another. Can you think of any reasons why you would emigrate to another country? Or maybe you have immigrated from another country to the UK. If so, what was your reason?"
"Curry is a type of dish originating from the Indian subcontinent, consisting of a mix of herbs and spices and meat or vegetables. When do you think curry was first served in the UK?","Curry je vrsta jedi, ki izvira iz indijske podceline, sestavljena je iz mešanice zelišč in začimb ter mesa ali zelenjave. Kdaj so curry prvič postregli v Veliki Britaniji?","Curry er en madret, der stammer fra det indiske subkontinent,
bestående af en blanding af urter og krydderier og kød eller grøntsager.
Hvornår tror du, at Curry først blev serveret i Storbritannien?","Curry ist ein Gericht, das ursprünglich rund um Indien entstammt. Es besteht aus einer Mischung von Kräutern, Gewürzen und Fleisch oder Gemüse. Wann, glaubt ihr, wurde Curry zum ersten Mal in Großbritannien serviert?","El curri és un tipus de plat originari del subcontinent indi, que consisteix en una barreja d'herbes i espècies i carn o verdures. Quan creus que es va servir curri per primera vegada al Regne Unit?","El curri es un tipo de plato originario del subcontinente indio, que consiste en una mezcla de hierbas y especias y carne o verduras. Cuando crees que se sirvió curri por primera vez en el Reino Unido?","Curry to rodzaj dania wywodzący się z subkontynentu indyjskiego,
składający się z mieszanki ziół i przypraw oraz mięsa lub warzyw.
Jak myślisz, kiedy po raz pierwszy podano curry w Wielkiej Brytanii?","Curry is a type of dish originating from the Indian subcontinent, consisting of a mix of herbs and spices and meat or vegetables. When do you think curry was first served in the UK?"
